City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
333,Lethem,GY,3.3803,-59.7968,86.99,61,100,6.73,overcast clouds
334,Sal Rei,CV,16.1833,-22.9167,77.9,76,0,16.28,clear sky
335,Aizawl,IN,23.7333,92.7167,62.19,91,100,2.42,light rain
336,Corinto,GR,37.9407,22.9573,68.11,66,2,1.95,clear sky
337,Tonota,BW,-21.4833,27.4833,75.02,50,8,12.82,clear sky
338,Kichera,RU,55.9375,110.0997,32.31,81,100,3.27,overcast clouds
339,Taft,IR,31.7471,54.2088,64.35,19,0,4.61,clear sky
340,Mangrol,IN,21.1167,70.1167,79.39,55,0,1.7,clear sky
341,Gidam,IN,18.9833,81.4,61.36,85,99,2.17,overcast clouds
342,Bandarbeyla,SO,9.4942,50.8122,78.04,81,17,1.95,few clouds
343,Aswan,EG,24.0934,32.907,76.3,35,0,10.36,clear sky
344,Ndjole,GA,-0.1783,10.7649,74.93,99,100,2.8,heavy intensity rain
345,Sehithwa,BW,-20.4667,22.7167,79.72,39,95,3.47,overcast clouds
346,Tucupita,VE,9.0622,-62.051,79.81,92,82,3.94,broken clouds
347,Puri,IN,19.8,85.85,77.52,89,100,16.49,light rain
348,Kilindoni,TZ,-7.9139,39.6668,77.04,77,11,11.59,few clouds
349,Ostrovnoy,RU,68.0531,39.5131,38.26,91,100,15.32,light rain
350,Touros,BR,-5.1989,-35.4608,78.49,77,29,13.29,scattered clouds
351,Stornoway,GB,58.2093,-6.3865,53.56,94,100,11.5,overcast clouds
352,Bontang,ID,0.1333,117.5,76.37,89,98,5.37,overcast clouds
353,Vestmannaeyjar,IS,63.4427,-20.2734,43.59,81,100,23.44,overcast clouds
354,Ostersund,SE,63.1792,14.6357,32.45,93,0,5.99,clear sky
355,Taoudenni,ML,22.6783,-3.9836,86.63,13,95,11.14,overcast clouds
356,Coquimbo,CL,-29.9533,-71.3436,58.73,77,75,11.5,broken clouds
357,Znamenskoye,RU,57.1281,73.8282,29.55,75,40,9.93,scattered clouds
358,Iqaluit,CA,63.7506,-68.5145,29.93,92,75,9.22,broken clouds
359,Addis Abeba,ET,9.025,38.7469,59.88,44,20,3.44,few clouds
360,Ericeira,PT,38.9627,-9.4156,64.81,91,80,9.95,broken clouds
361,Kamenka,RU,51.3223,42.7678,44.74,67,100,12.08,light rain
362,Bayir,TR,37.2687,28.2167,48.72,28,0,3.0,clear sky
363,Tateyama,JP,34.9833,139.8667,62.1,79,100,19.91,overcast clouds
364,Sosnovka,RU,56.255,51.2842,37.4,79,100,11.92,overcast clouds
365,Sinnamary,GF,5.3833,-52.95,82.62,80,87,13.04,overcast clouds
366,Itoman,JP,26.1247,127.6694,75.22,72,75,24.16,broken clouds
367,The Valley,AI,18.217,-63.0578,85.86,70,20,10.36,few clouds
368,Wahpeton,US,46.2652,-96.6059,75.22,46,0,23.02,clear sky
369,Banepa,NP,27.6298,85.5214,55.72,82,20,2.3,few clouds
370,Denpasar,ID,-8.65,115.2167,76.71,94,75,8.05,broken clouds
371,Norman Wells,CA,65.282,-126.8329,26.64,80,100,6.91,light snow
372,Urucara,BR,-2.5364,-57.76,91.65,46,98,0.67,overcast clouds
373,Sambava,MG,-14.2667,50.1667,70.7,87,23,3.83,few clouds
374,Tuskegee,US,32.424,-85.6916,78.1,29,6,1.99,clear sky
375,Bengkulu,ID,-3.8004,102.2655,75.83,89,98,3.0,overcast clouds
376,Podor,MR,16.6527,-14.9587,93.52,28,0,10.8,clear sky
377,Port Elizabeth,ZA,-33.918,25.5701,65.32,91,0,4.61,clear sky
378,Steamboat Springs,US,40.485,-106.8317,31.55,90,100,9.22,overcast clouds
379,Fuxin,CN,42.0156,121.6589,40.53,41,0,2.8,clear sky
380,Chincha Alta,PE,-13.4099,-76.1323,68.59,67,41,7.76,scattered clouds
381,Fukue,JP,32.6881,128.8419,65.34,57,34,23.94,scattered clouds
382,Derbent,RU,42.0678,48.2899,55.94,84,92,8.84,overcast clouds
383,Domoni,KM,-12.2569,44.5319,76.28,82,15,2.73,few clouds
384,Kieta,PG,-6.2167,155.6333,80.98,78,56,0.4,broken clouds
385,Mikuni,JP,36.2171,136.1519,53.51,76,91,9.33,overcast clouds
386,Baculin,PH,7.4525,126.5842,77.99,85,100,6.17,overcast clouds
387,Kota Kinabalu,MY,5.9749,116.0724,76.98,88,20,3.44,few clouds
388,Honningsvag,NO,70.9821,25.9704,38.95,81,75,20.71,light rain
389,Walvis Bay,NA,-22.9575,14.5053,60.1,82,99,5.75,overcast clouds
390,Amapa,BR,1.0,-52.0,83.14,62,100,2.64,overcast clouds
391,Mwinilunga,ZM,-11.7358,24.4293,65.66,71,100,6.73,overcast clouds
392,Krasnoselkup,RU,65.7,82.4667,28.0,91,100,16.49,overcast clouds
393,Laranjeiras Do Sul,BR,-25.4078,-52.4161,67.77,82,0,3.15,clear sky
394,Rivadavia,AR,-33.1905,-68.4608,81.72,19,0,7.99,clear sky
395,Lengshuijiang,CN,27.6881,111.4294,67.12,40,96,3.0,overcast clouds
396,Seymchan,RU,62.8833,152.4333,-9.15,100,100,1.07,overcast clouds
397,San Patricio,US,28.017,-97.5169,87.66,61,100,20.87,overcast clouds
398,Seoul,KR,37.5683,126.9778,47.64,84,0,6.91,clear sky
399,Necochea,AR,-38.5473,-58.7368,68.85,35,100,14.05,overcast clouds
400,Huejuquilla El Alto,MX,22.6,-103.8667,60.01,93,100,2.66,light rain
401,Tiarei,PF,-17.5333,-149.3333,77.52,76,43,6.13,scattered clouds
402,Plettenberg Bay,ZA,-34.0527,23.3716,61.86,92,82,3.8,broken clouds
403,Okha,RU,53.5739,142.9478,27.99,66,75,3.42,broken clouds
404,Green River,US,41.5286,-109.4662,41.18,13,100,7.0,overcast clouds
405,Grindavik,IS,63.8424,-22.4338,41.47,93,75,18.41,broken clouds
406,Flin Flon,CA,54.7682,-101.865,37.24,70,100,10.36,overcast clouds
407,Port Augusta,AU,-32.5,137.7667,58.86,85,98,15.39,overcast clouds
408,Pacifica,US,37.6138,-122.4869,72.43,52,0,17.27,clear sky
409,Korla,CN,41.7597,86.1469,51.58,36,100,3.53,overcast clouds
410,Rosetta,EG,31.4044,30.4164,71.46,66,0,13.71,clear sky
411,Minab,IR,27.1467,57.0801,75.52,88,0,0.0,clear sky
412,Korgen,NO,66.0771,13.8153,32.32,91,99,4.0,overcast clouds
413,Wattegama,LK,6.7989,81.4808,73.53,93,98,1.81,overcast clouds
414,Tambacounda,SN,13.7539,-13.7586,84.29,56,10,5.32,clear sky
415,Soure,BR,-0.7167,-48.5233,81.77,78,99,13.8,overcast clouds
416,Nushki,PK,29.5542,66.0215,63.55,10,0,3.49,clear sky
417,Beringovskiy,RU,63.05,179.3167,22.12,76,57,8.37,broken clouds
418,Tilichiki,RU,60.4667,166.1,9.27,90,29,6.62,scattered clouds
419,North Bend,US,43.4065,-124.2243,60.17,87,40,3.44,scattered clouds
420,Cam Ranh,VN,11.9214,109.1591,76.96,78,20,5.75,few clouds
421,Namibe,AO,-15.1961,12.1522,68.9,84,72,4.54,broken clouds
422,Kahului,US,20.8947,-156.47,89.62,57,0,11.99,clear sky
423,Yeppoon,AU,-23.1333,150.7333,74.98,81,30,4.32,scattered clouds
424,Batalha,BR,-9.6778,-37.1247,80.53,65,97,15.05,overcast clouds
425,Provost,CA,52.3501,-110.2683,39.65,46,100,9.28,overcast clouds
426,Abha,SA,18.2164,42.5053,62.42,88,0,3.44,clear sky
427,Venado Tuerto,AR,-33.7456,-61.9688,77.85,23,2,12.39,clear sky
428,Passo Fundo,BR,-28.2628,-52.4067,64.36,75,0,8.14,clear sky
429,Sisimiut,GL,66.9395,-53.6735,34.11,86,100,5.86,overcast clouds
430,Vila Velha,BR,-20.3297,-40.2925,75.15,83,75,8.05,light rain
431,Peleduy,RU,59.6289,112.7406,40.03,72,100,14.12,overcast clouds
432,Dubbo,AU,-32.25,148.6167,60.22,92,100,7.07,overcast clouds
433,Maniitsoq,GL,65.4167,-52.9,36.9,89,100,11.97,overcast clouds
434,Luganville,VU,-15.5333,167.1667,78.48,83,100,1.23,overcast clouds
435,Taucha,DE,51.3833,12.4833,60.82,73,100,9.22,moderate rain
436,Kamaishi,JP,39.2667,141.8833,47.93,73,93,5.44,overcast clouds
437,Tanout,NE,14.9709,8.8879,83.37,18,18,10.09,few clouds
438,Chicama,PE,-7.8447,-79.1469,63.14,61,93,10.2,overcast clouds
439,Christchurch,NZ,-43.5333,172.6333,61.92,55,100,3.44,overcast clouds
440,Merrill,US,45.1805,-89.6835,74.12,58,75,14.97,broken clouds
441,Alice Springs,AU,-23.7,133.8833,60.35,88,0,6.91,clear sky
442,Leh,IN,34.1667,77.5833,30.16,39,2,0.89,clear sky
443,Truth Or Consequences,US,33.1284,-107.2528,71.83,25,0,25.32,clear sky
444,Klaksvik,FO,62.2266,-6.589,47.32,80,100,21.39,overcast clouds
445,Alamogordo,US,32.8995,-105.9603,74.21,51,0,21.85,clear sky
446,Danjiangkou,CN,32.5428,111.5086,60.85,49,71,3.47,broken clouds
447,Lingdong,CN,46.5669,131.1453,29.1,64,0,4.23,clear sky
448,Padang,ID,-0.9492,100.3543,75.43,93,100,2.62,overcast clouds
449,Kropotkin,RU,45.4375,40.5756,54.63,59,100,5.28,overcast clouds
450,Canton,CN,23.1167,113.25,73.35,61,6,1.34,clear sky
451,Mezen,RU,65.8522,44.24,34.54,94,100,8.97,overcast clouds
452,Buala,SB,-8.145,159.5921,81.52,79,92,3.0,light rain
453,Caravelas,BR,-17.7125,-39.2481,76.03,83,32,9.06,scattered clouds
454,Tairua,NZ,-37.0167,175.85,61.61,62,7,7.05,clear sky
455,Puerto Palomas,MX,31.7667,-107.6167,74.39,32,87,31.5,overcast clouds
456,Aurangabad,IN,19.8833,75.3333,66.81,57,0,3.31,clear sky
457,Corovode,AL,40.5042,20.2272,65.61,48,14,2.68,few clouds
458,Saint Augustine,US,29.8947,-81.3145,80.06,75,0,14.97,clear sky
459,Mitsamiouli,KM,-11.3847,43.2844,76.08,81,0,7.94,clear sky
460,Ahuimanu,US,21.4447,-157.8378,85.71,74,75,12.66,broken clouds
461,San Antonio,US,29.4241,-98.4936,88.27,50,40,23.02,scattered clouds
462,Kyren,RU,51.6828,102.1408,43.39,56,91,1.34,overcast clouds
463,Qeshm,IR,26.9581,56.2719,76.89,61,0,1.54,clear sky
464,Tsaratanana,MG,-16.7833,47.65,74.16,65,37,3.2,scattered clouds
465,Chaves,US,33.3834,-104.4505,78.13,24,99,26.82,overcast clouds
466,Porto Novo,BJ,6.4965,2.6036,78.62,86,85,5.23,overcast clouds
467,Bilma,NE,18.6853,12.9164,82.31,23,14,8.95,few clouds
468,Ngunguru,NZ,-35.6167,174.5,60.08,63,4,6.91,clear sky
469,Bairiki,KI,1.3292,172.9752,77.0,100,100,8.05,light intensity shower rain
470,Puerto Escondido,MX,15.85,-97.0667,83.07,76,60,5.21,broken clouds
471,Dunedin,NZ,-45.8742,170.5036,47.8,88,100,21.0,overcast clouds
472,Wangaratta,AU,-36.3667,146.3333,61.16,69,100,7.74,overcast clouds
473,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,90.28,56,47,2.59,heavy intensity rain
474,Svetlogorsk,BY,52.6333,29.7333,50.0,88,100,10.02,overcast clouds
475,Bathsheba,BB,13.2167,-59.5167,86.61,70,40,18.41,scattered clouds
476,Olafsvik,IS,64.8945,-23.7142,42.53,83,96,16.02,overcast clouds
477,Sinaloa,MX,25.0,-107.5,91.11,55,4,3.0,clear sky
478,Khandyga,RU,62.6667,135.6,4.8,98,100,2.66,overcast clouds
479,Mahibadhoo,MV,3.7833,72.9667,81.59,77,74,16.73,broken clouds
480,Vanimo,PG,-2.6741,141.3028,77.56,88,91,3.42,overcast clouds
481,Vanderhoof,CA,54.0166,-124.0198,40.8,46,100,8.9,overcast clouds
482,Cap-Aux-Meules,CA,47.3821,-61.8597,57.22,67,75,6.91,broken clouds
483,Kirkenaer,NO,60.4564,12.0582,38.03,75,100,1.92,overcast clouds
484,Charters Towers,AU,-20.1,146.2667,76.03,79,2,14.54,clear sky
485,Saint Anthony,US,45.0205,-93.218,78.15,52,0,23.02,clear sky
486,Iskateley,RU,67.6803,53.1512,32.97,95,100,17.25,light snow
487,Srednekolymsk,RU,67.45,153.6833,-1.23,93,100,6.89,overcast clouds
488,Prince George,CA,53.9166,-122.753,40.44,77,40,12.66,scattered clouds
489,Matagami,CA,49.7502,-77.6328,69.91,49,0,14.97,clear sky
490,Loandjili,CG,-4.7561,11.8578,77.49,91,84,5.77,broken clouds
491,Sheridan,US,44.8333,-106.9173,39.58,81,100,29.93,overcast clouds
492,Shahr-E Babak,IR,30.1165,55.1186,60.21,18,0,4.09,clear sky
493,Husavik,IS,66.0449,-17.3389,34.03,78,100,9.42,overcast clouds
494,Tocopilla,CL,-22.092,-70.1979,66.38,61,20,7.7,few clouds
495,Eydhafushi,MV,5.1033,73.0708,81.27,80,99,18.7,overcast clouds
496,Tourlaville,FR,49.6383,-1.5664,60.22,82,100,27.63,overcast clouds
497,Babu,CN,24.4167,111.5167,66.58,48,14,3.71,few clouds
498,Tolga,DZ,34.7222,5.3785,72.41,28,0,4.59,clear sky
499,Luena,AO,-11.7833,19.9167,64.78,80,88,3.98,light rain
500,Kiama,AU,-34.6833,150.8667,63.37,95,100,1.99,light rain
501,Nantucket,US,41.2835,-70.0995,58.08,94,100,20.69,light rain
502,Laredo,US,27.5064,-99.5075,91.69,38,0,18.41,clear sky
503,Zapolyarnyy,RU,69.4154,30.8136,36.68,87,100,16.46,overcast clouds
504,Pakxan,LA,18.3778,103.6601,68.16,83,49,3.76,scattered clouds
505,Porbandar,IN,21.6422,69.6093,80.55,59,0,6.35,clear sky
506,Vaasa,FI,63.096,21.6158,40.95,93,0,2.3,clear sky
507,Lakselv,NO,70.0513,24.9718,35.42,93,99,16.11,overcast clouds
508,Koungou,YT,-12.7336,45.2042,76.71,83,0,4.61,clear sky
509,Calderitas,MX,18.55,-88.25,81.57,55,2,3.71,clear sky
510,Andilamena,MG,-17.0167,48.5833,62.85,88,79,4.92,broken clouds
511,Zhanakorgan,KZ,43.9098,67.2495,43.47,57,8,7.05,clear sky
512,Dalby,AU,-27.1833,151.2667,65.98,89,38,5.28,scattered clouds
513,Chase,CA,50.8165,-119.6857,51.08,44,51,2.8,broken clouds
514,Gwadar,PK,25.1216,62.3254,78.76,67,0,10.16,clear sky
515,Caceres,ES,39.522,-6.3748,60.03,65,100,4.47,overcast clouds
516,Emba,KZ,48.8264,58.1442,40.3,41,100,6.42,overcast clouds
517,Birobidzhan,RU,48.8,132.95,31.57,60,0,3.33,clear sky
518,Thinadhoo,MV,0.5333,72.9333,81.12,76,55,11.45,broken clouds
519,Solnechnyy,RU,50.7214,136.6319,29.17,60,81,2.68,broken clouds
520,Rudbar,AF,30.15,62.6,67.41,40,0,5.35,clear sky
521,Dneprovskaya,RU,45.6236,38.8081,58.15,65,100,16.73,overcast clouds
522,Beloha,MG,-25.1667,45.05,69.48,86,5,3.18,clear sky
523,Vanavara,RU,60.34,102.2797,31.05,92,98,18.41,light snow
524,Santa Rosa,PH,14.3122,121.1114,80.58,91,38,4.92,scattered clouds
525,Mazatlan,MX,23.2167,-106.4167,82.69,74,67,6.42,light rain
526,Kimbe,PG,-5.5502,150.1429,77.23,75,82,2.55,broken clouds
527,Ypsilanti,US,42.2412,-83.613,76.51,48,20,12.66,few clouds
528,Santo Antonio Do Ica,BR,-3.1022,-67.9397,78.51,86,100,2.62,light rain
529,Bloemfontein,ZA,-29.1211,26.214,63.88,72,100,9.22,overcast clouds
530,Roma,US,43.2128,-75.4557,66.09,67,100,5.64,overcast clouds
531,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,86.09,48,53,5.23,very heavy rain
532,Seuzach,CH,47.5342,8.7261,62.37,72,20,18.41,light intensity shower rain
533,Ewa Beach,US,21.3156,-158.0072,85.95,67,20,12.66,few clouds
534,Taguatinga,BR,-12.3857,-46.5711,74.93,82,91,7.54,overcast clouds
535,Koutiala,ML,12.3917,-5.4642,87.42,33,93,3.18,overcast clouds
536,Kitimat,CA,54.0524,-128.6534,39.58,29,100,4.05,moderate rain
537,Carutapera,BR,-1.195,-46.02,80.38,77,89,9.78,overcast clouds
538,Timra,SE,62.487,17.3257,34.68,86,0,5.75,clear sky
539,Batatais,BR,-20.8911,-47.585,85.98,39,77,5.7,broken clouds
540,Wasilla,US,61.5814,-149.4394,34.07,84,0,4.61,clear sky
541,Rumphi,MW,-11.0186,33.8575,72.88,46,51,6.67,broken clouds
542,Rio Hondo,GT,15.0667,-89.5833,83.46,58,75,6.91,light rain
543,Nalut,LY,30.3333,10.85,69.71,34,0,8.43,clear sky
544,Kaeo,NZ,-35.1,173.7833,61.32,82,0,1.39,clear sky
545,Fort Morgan,US,40.2503,-103.8,65.05,27,40,20.71,scattered clouds
546,Haines Junction,CA,60.7522,-137.5108,31.95,69,100,10.36,overcast clouds
547,Ust-Kuyga,RU,70.0167,135.6,3.27,99,95,8.72,overcast clouds
548,Slave Lake,CA,55.2834,-114.769,37.38,87,100,2.3,light rain
549,Ca Mau,VN,9.1769,105.15,75.58,92,96,1.68,overcast clouds
550,Tokur,RU,53.1333,132.9,19.67,80,89,2.53,overcast clouds
551,Bilibino,RU,68.0546,166.4372,-1.77,100,100,1.61,overcast clouds
552,Umm Kaddadah,SD,13.6017,26.6876,84.22,16,14,16.26,few clouds
553,Sembe,CG,1.6481,14.5806,71.02,98,100,0.67,overcast clouds
554,Villamontes,BO,-21.25,-63.5,92.86,25,12,9.57,few clouds
555,Bridlington,GB,54.0831,-0.1919,57.13,97,80,10.45,broken clouds
556,Mayumba,GA,-3.432,10.6554,77.5,90,100,5.7,light rain
557,Cecina,IT,43.3128,10.524,73.78,91,17,7.92,few clouds
558,Pyinmana,MM,19.7333,96.2167,70.77,91,23,2.98,few clouds
559,Kyabram,AU,-36.3167,145.05,56.61,94,100,10.87,light rain
560,Gizo,SB,-8.103,156.8419,81.99,71,99,1.01,overcast clouds
561,Henties Bay,NA,-22.116,14.2845,58.69,92,94,5.7,overcast clouds
562,Pangai,TO,-19.8,-174.35,75.31,69,75,13.8,broken clouds
563,Altamira,BR,-3.2033,-52.2064,91.49,55,40,5.75,scattered clouds
564,Watsa,CD,3.0372,29.5355,64.51,96,6,1.45,clear sky
565,Oktyabrskiy,RU,54.4815,53.471,37.15,69,100,9.91,overcast clouds
566,Penzance,GB,50.1186,-5.5371,58.77,89,96,16.4,overcast clouds
567,Bibiani,GH,6.4635,-2.3194,72.27,98,99,1.36,overcast clouds
568,Shubarkuduk,KZ,49.1447,56.4872,39.43,33,100,6.98,overcast clouds
569,Mehamn,NO,71.0357,27.8492,37.35,75,75,17.27,broken clouds
570,Oxapampa,PE,-10.5775,-75.4017,64.02,96,100,2.39,overcast clouds
571,Shenjiamen,CN,29.9576,122.298,63.99,57,11,20.71,few clouds
572,Axim,GH,4.8699,-2.2405,78.21,86,93,4.92,overcast clouds
573,Evensk,RU,61.95,159.2333,7.48,79,71,8.63,broken clouds
574,Uige,AO,-7.6087,15.0613,69.82,91,99,0.29,light rain
575,Havre-Saint-Pierre,CA,50.2334,-63.5986,52.16,76,0,9.22,clear sky
576,Pokhara,NP,28.2333,83.9833,62.69,41,0,8.55,clear sky
577,Edeia,BR,-17.3383,-49.9314,79.32,63,88,4.09,overcast clouds
578,Shetpe,KZ,44.1667,52.1167,46.31,56,2,7.81,clear sky
579,Nishihara,JP,26.1842,127.7558,74.48,78,100,24.16,overcast clouds
580,Martapura,ID,-3.4167,114.85,77.09,100,100,2.3,overcast clouds
581,Ngaoundere,CM,7.3167,13.5833,65.82,94,100,2.75,overcast clouds
582,Tymovskoye,RU,50.8456,142.655,24.58,86,21,0.47,few clouds
583,Rantepao,ID,-2.9701,119.8978,67.33,96,100,2.26,overcast clouds
584,Sabang,ID,5.8933,95.3214,81.9,77,98,16.06,light rain
585,Paragominas,BR,-2.9667,-47.4833,87.19,54,73,7.38,broken clouds
586,Aykhal,RU,66.0,111.5,27.12,97,100,6.29,light snow
587,Cozumel,MX,20.5083,-86.9458,85.06,79,13,8.01,few clouds
588,La Ronge,CA,55.1001,-105.2842,39.45,65,100,10.36,overcast clouds
589,Craig,US,40.5153,-107.5464,33.75,80,100,14.97,moderate rain
590,Lumphat,KH,13.4878,106.9816,70.07,98,96,3.29,overcast clouds
591,Rocha,UY,-34.4833,-54.3333,60.08,85,71,8.23,broken clouds
592,Dawlatabad,AF,36.4141,64.9053,56.41,53,1,4.5,clear sky
593,Sobolevo,RU,54.4299,31.8996,46.04,98,100,10.04,overcast clouds
594,Mazagao,BR,-0.115,-51.2894,89.65,65,64,7.54,broken clouds
595,Port Alberni,CA,49.2413,-124.8028,56.12,69,100,3.29,overcast clouds
596,Wynyard,AU,-41.0,145.7167,51.98,64,100,19.42,overcast clouds
597,Aklavik,CA,68.2191,-135.0107,14.65,92,93,3.18,overcast clouds
598,Nelson Bay,AU,-32.7167,152.15,66.25,98,100,10.0,light rain
599,Mandera,KE,3.9366,41.867,84.31,52,34,13.31,scattered clouds
600,Kuopio,FI,62.8924,27.677,33.75,80,0,10.36,clear sky
601,Ulaangom,MN,49.9811,92.0667,39.06,54,97,5.03,overcast clouds
602,Bagenalstown,IE,52.7003,-6.9618,52.02,96,90,3.36,overcast clouds
603,Lesogorsk,RU,56.0458,99.5136,38.32,65,100,20.71,overcast clouds
604,Derzhavinsk,KZ,51.1,66.3167,31.08,58,0,7.94,clear sky
605,Puerto Leguizamo,CO,-0.1934,-74.7819,73.74,99,100,5.12,moderate rain
606,Pimenta Bueno,BR,-11.6725,-61.1936,78.55,83,99,2.82,overcast clouds
607,Porto Belo,BR,-27.1578,-48.5531,73.35,84,25,5.01,scattered clouds
608,Thunder Bay,CA,48.4001,-89.3168,62.51,63,40,14.97,scattered clouds
609,Vilyuysk,RU,63.7553,121.6247,28.69,93,100,15.3,light snow
610,Labuhan,ID,-6.8844,112.2051,78.15,85,100,12.03,overcast clouds
611,Gonda,IN,27.1333,81.9333,67.57,68,0,7.25,clear sky
612,Despotovac,RS,44.0925,21.4469,59.95,66,17,4.38,few clouds
613,Pergamino,AR,-33.89,-60.5736,73.18,19,3,10.13,clear sky
614,Mecca,SA,21.4267,39.8261,80.38,62,0,4.92,clear sky
615,Dresden,DE,51.0509,13.7383,60.19,89,0,13.8,light rain
616,Dom Pedrito,BR,-30.9828,-54.6731,64.26,74,10,6.58,clear sky
617,Micheweni,TZ,-4.9667,39.8333,75.87,88,94,6.24,overcast clouds
618,Zabaykalsk,RU,49.6333,117.3167,29.32,67,10,5.37,clear sky
619,Takoradi,GH,4.8845,-1.7554,78.33,85,42,5.64,scattered clouds
620,San Alejo,SV,13.4314,-87.9631,83.71,81,12,0.63,few clouds
621,Lazaro Cardenas,MX,17.9583,-102.2,83.48,72,50,8.25,scattered clouds
622,Qujing,CN,25.4833,103.7833,57.67,94,100,3.56,overcast clouds
623,Nautla,MX,20.2167,-96.7833,81.41,74,49,19.62,scattered clouds
624,Marrakesh,MA,31.6315,-8.0083,77.07,44,0,8.05,clear sky
625,Sioux Lookout,CA,50.1001,-91.917,60.87,63,20,5.75,few clouds
626,Neftcala,AZ,39.3742,49.2472,59.79,83,77,0.25,broken clouds
627,Caraquet,CA,47.7941,-64.9386,64.94,77,100,1.28,overcast clouds
628,Chuy,UY,-33.6971,-53.4616,60.84,85,34,8.9,scattered clouds
629,Arlit,NE,18.7369,7.3853,81.52,20,83,13.91,broken clouds
630,Nizwa,OM,22.9333,57.5333,73.02,37,0,1.21,clear sky
631,Tekeli,KZ,44.83,78.8239,33.48,84,72,3.18,broken clouds
632,Vila Franca Do Campo,PT,37.7167,-25.4333,64.81,77,100,15.95,light rain
633,Russell,US,32.3502,-85.1999,78.96,23,22,3.49,few clouds
634,Dukat,RU,62.55,155.55,-11.16,100,98,2.1,overcast clouds
635,Juarez,MX,31.7333,-106.4833,80.24,38,100,15.01,overcast clouds
636,Karla,EE,59.3723,24.9275,44.56,65,20,5.75,few clouds
637,Hamilton,US,39.1834,-84.5333,79.65,39,0,4.0,clear sky
638,Gat,IL,31.61,34.7642,69.82,75,0,4.43,clear sky
639,Porto-Vecchio,FR,41.591,9.2795,67.66,94,0,10.36,clear sky
640,Gobabis,NA,-22.45,18.9667,73.9,41,72,7.43,broken clouds
641,Auki,SB,-8.7676,160.7034,80.19,82,87,0.98,overcast clouds
642,Muroto,JP,33.2833,134.15,64.31,76,41,18.99,scattered clouds
643,Stantsionno-Oyashinskiy,RU,55.4664,83.8245,32.11,86,100,13.02,overcast clouds
644,Yulara,AU,-25.2406,130.9889,64.42,49,0,12.62,clear sky
645,Wana,PK,32.2989,69.5725,59.14,34,2,2.37,clear sky
646,Camopi,GF,3.1655,-52.3158,86.29,51,98,6.38,overcast clouds
647,Liaoyang,CN,41.2719,123.1731,28.72,51,0,1.68,clear sky
648,Tezu,IN,27.9167,96.1667,72.37,59,100,2.98,overcast clouds
649,Dabat,ET,12.9842,37.765,54.1,72,17,1.92,light rain
650,Barinas,VE,8.6226,-70.2075,93.24,46,93,5.75,overcast clouds
651,Jamame,SO,0.0722,42.7506,76.26,87,69,9.13,broken clouds
652,Ambilobe,MG,-13.2,49.05,72.48,77,54,2.71,broken clouds
653,Obo,CF,5.3998,26.4869,69.3,96,61,4.14,broken clouds
654,Jinchang,CN,38.4953,102.1739,48.15,45,38,1.21,scattered clouds
655,Luderitz,NA,-26.6481,15.1594,60.78,87,78,14.97,broken clouds
656,San Quintin,MX,30.4833,-115.95,68.14,61,40,17.18,scattered clouds
657,Cervo,ES,43.6702,-7.4101,61.97,72,38,16.69,scattered clouds
658,Bundaberg,AU,-24.85,152.35,68.29,100,100,5.75,overcast clouds
659,Rey Bouba,CM,8.6724,14.1786,76.55,83,99,3.65,overcast clouds
660,Mount Isa,AU,-20.7333,139.5,82.45,37,70,8.66,broken clouds
661,Sohag,EG,26.557,31.6948,71.89,33,0,7.74,clear sky
662,Aguie,NE,13.506,7.7786,84.7,18,5,10.54,clear sky
663,Dudinka,RU,69.4058,86.1778,18.88,96,99,6.6,overcast clouds
664,Phan Thiet,VN,10.9333,108.1,75.94,89,100,3.02,overcast clouds
665,Nachalovo,RU,46.338,48.2013,40.96,100,40,6.71,scattered clouds
666,Bhola,BD,22.6833,90.65,73.33,92,100,20.67,moderate rain
667,Cairns,AU,-16.9167,145.7667,79.11,89,57,3.44,broken clouds
